ApplicationID,TestDate,QuantitativeScore,LogicalScore,VerbalScore,TotalScore
A02935,2024-06-09,22,27,32,81
A02936,2024-04-04,37,10,27,74
A02937,2024-08-31,28,33,26,87
A02938,2024-08-03,22,27,22,71
A02939,2024-10-01,14,11,28,53
A02940,2024-02-03,21,13,14,48
A02941,2024-01-15,25,11,34,70
A02942,2024-11-11,31,29,17,77
A02943,2024-04-24,28,40,36,104
A02944,2024-03-10,33,19,17,69
A02945,2024-08-26,14,21,30,65
A02946,2024-05-23,35,13,38,86
A02947,2024-08-06,15,32,25,72
A02948,2024-04-16,27,16,37,80
A02949,2024-07-17,35,32,18,85
A02950,2024-05-14,32,35,39,106
A02951,2024-10-18,10,18,35,63
A02952,2024-09-08,17,19,32,68
A02953,2024-04-15,15,36,23,74
A02954,2024-08-04,35,36,36,107
A02955,2024-08-30,22,37,10,69
A02956,2024-11-02,18,10,35,63
A02957,2024-08-02,24,36,38,98
A02958,2024-07-20,25,23,34,82
A02959,2024-01-29,14,19,31,64
A02960,2024-10-26,17,18,12,47
A02961,2024-07-16,31,34,25,90
A02962,2024-08-08,34,26,12,72
A02963,2024-11-07,27,34,16,77
A02964,2024-05-19,14,10,40,64
A02965,2023-12-26,32,26,22,80
A02966,2024-03-14,15,20,30,65
A02967,2023-12-28,22,21,33,76
A02968,2024-09-26,25,11,27,63
A02969,2024-01-17,26,32,20,78
A02970,2024-09-16,19,15,35,69
A02971,2024-11-10,23,33,12,68
A02972,2024-01-28,27,22,29,78
A02973,2024-09-25,21,13,33,67
A02974,2024-06-26,29,17,30,76
A02975,2024-11-08,17,27,19,63
A02976,2024-05-22,17,30,32,79
A02977,2024-08-10,10,18,17,45
A02978,2024-08-26,31,18,14,63
A02979,2024-03-22,31,18,30,79
A02980,2024-09-22,33,39,19,91
A02981,2024-01-03,14,37,12,63
A02982,2024-04-25,26,17,30,73
A02983,2024-02-10,37,14,31,82
A02984,2024-01-15,27,34,11,72
A02985,2024-06-04,33,23,16,72
A02986,2024-08-23,22,29,20,71
A02987,2024-01-11,26,34,37,97
A02988,2024-11-09,15,33,11,59
A02989,2024-09-04,37,18,27,82
A02990,2024-10-09,36,20,26,82
A02991,2023-12-26,32,16,32,80
A02992,2024-11-22,35,39,33,107
A02993,2024-01-18,22,28,37,87
A02994,2024-01-27,22,25,14,61
A02995,2024-04-12,19,23,15,57
A02996,2024-07-29,40,14,16,70
A02997,2023-12-14,17,12,19,48
A02998,2024-09-27,38,30,17,85
A02999,2024-02-23,31,12,11,54
A03000,2024-09-25,31,38,39,108
A03001,2024-01-08,37,14,11,62
A03002,2024-09-14,10,32,21,63
A03003,2024-07-07,39,13,17,69
A03004,2024-04-30,17,38,39,94
A03005,2024-05-04,38,26,34,98
A03006,2023-12-30,12,11,34,57
A03007,2024-10-14,34,33,15,82
A03008,2024-08-17,17,33,20,70
A03009,2024-04-24,28,23,23,74
A03010,2024-03-07,36,23,20,79
A03011,2024-07-01,10,12,39,61
A03012,2024-01-26,37,36,40,113
A03013,2024-08-20,22,35,30,87
A03014,2023-12-25,23,33,26,82
A03015,2024-11-05,13,20,23,56
A03016,2024-06-18,39,33,17,89
A03017,2024-03-07,28,33,25,86
A03018,2024-12-07,15,20,10,45
A03019,2024-11-14,21,38,27,86
A03020,2024-07-24,16,14,35,65
A03021,2024-08-03,35,18,37,90
A03022,2024-03-26,24,15,30,69
A03023,2024-12-09,17,29,21,67
A03024,2024-09-15,18,23,11,52
A03025,2024-02-23,23,21,15,59
A03026,2024-09-19,27,25,15,67
A03027,2024-05-25,34,24,34,92
A03028,2024-04-06,31,17,25,73
A03029,2024-11-21,17,10,10,37
A03030,2024-01-26,18,34,26,78
A03031,2024-02-18,34,12,37,83
A03032,2024-12-07,29,17,21,67
A03033,2024-11-12,16,39,34,89
A03034,2024-01-17,17,25,38,80
A03035,2024-05-25,40,19,25,84
A03036,2024-03-30,33,17,19,69
A03037,2024-05-30,33,16,38,87
A03038,2024-08-28,17,21,24,62
A03039,2024-02-11,37,17,33,87
A03040,2024-03-30,20,31,27,78
A03041,2024-03-30,29,10,37,76
A03042,2024-05-28,34,22,21,77
A03043,2024-05-19,33,37,35,105
A03044,2024-12-06,35,37,40,112
A03045,2023-12-27,37,23,19,79
A03046,2024-08-26,31,19,22,72
A03047,2024-08-24,20,12,20,52
A03048,2024-07-29,20,26,28,74
A03049,2024-04-04,21,19,18,58
A03050,2024-01-02,19,20,18,57
A03051,2024-03-23,19,12,34,65
A03052,2024-01-15,11,19,33,63
A03053,2024-07-29,21,25,37,83
A03054,2024-09-06,28,14,30,72
A03055,2024-03-11,13,39,26,78
A03056,2024-04-22,20,23,10,53
A03057,2024-11-05,23,20,14,57
A03058,2024-01-26,24,38,31,93
A03059,2024-04-06,21,29,37,87
A03060,2024-06-27,26,19,27,72
A03061,2024-04-17,11,24,35,70
A03062,2024-11-10,18,17,31,66
A03063,2024-11-15,39,20,22,81
A03064,2024-05-19,30,23,23,76
A03065,2024-06-28,32,29,14,75
A03066,2024-01-27,29,33,28,90
A03067,2024-10-12,12,39,34,85
A03068,2024-08-28,29,14,34,77
A03069,2024-08-18,28,18,23,69
A03070,2024-10-03,32,39,18,89
A03071,2024-06-03,12,35,19,66
A03072,2024-10-10,17,33,17,67
A03073,2024-01-27,22,25,29,76
A03074,2024-01-28,20,12,40,72
A03075,2024-08-01,21,12,30,63
A03076,2024-09-08,28,15,30,73
A03077,2024-11-17,30,15,37,82
A03078,2024-01-24,19,28,36,83
A03079,2024-07-11,16,31,28,75
A03080,2024-09-08,36,27,30,93
A03081,2024-06-08,32,23,34,89
A03082,2024-07-28,14,31,14,59
A03083,2024-07-30,30,10,40,80
A03084,2024-09-29,38,15,18,71
A03085,2024-10-20,20,33,30,83
A03086,2024-11-15,40,21,16,77
A03087,2024-04-22,19,30,21,70
A03088,2024-02-10,12,19,35,66
A03089,2023-12-16,17,23,10,50
A03090,2024-12-03,28,25,22,75
A03091,2024-11-29,39,15,40,94
A03092,2024-03-14,35,18,31,84
A03093,2024-11-03,18,30,31,79
A03094,2024-08-14,20,28,14,62
A03095,2024-08-27,11,13,22,46
A03096,2024-06-11,33,40,24,97
A03097,2024-11-17,23,38,25,86
A03098,2023-12-15,15,11,22,48
A03099,2024-02-12,17,39,17,73
A03100,2024-06-30,31,23,17,71
A03101,2024-03-20,12,11,17,40
A03102,2024-01-13,15,14,17,46
A03103,2024-07-25,16,19,15,50
A03104,2024-06-22,35,18,27,80
A03105,2024-11-26,22,26,33,81
A03106,2024-07-04,29,39,39,107
A03107,2024-07-26,15,33,31,79
A03108,2024-08-22,22,28,23,73
A03109,2024-10-22,28,23,14,65
A03110,2024-10-08,18,22,36,76
A03111,2024-07-26,37,20,16,73
A03112,2024-01-07,20,33,19,72
A03113,2024-08-19,26,40,21,87
A03114,2024-04-10,22,10,20,52
A03115,2023-12-17,40,38,27,105
A03116,2024-04-29,39,13,16,68
A03117,2024-06-27,27,16,13,56
A03118,2024-07-18,26,40,40,106
A03119,2024-11-18,37,36,11,84
A03120,2023-12-15,39,29,15,83
A03121,2024-10-05,17,23,35,75
A03122,2024-03-07,29,37,17,83
A03123,2024-10-27,40,22,30,92
A03124,2024-04-22,13,25,35,73
A03125,2024-11-13,37,40,39,116
A03126,2024-06-26,24,18,13,55
A03127,2024-09-02,12,28,16,56
A03128,2024-05-20,30,14,14,58
A03129,2024-01-24,39,34,34,107
A03130,2024-07-16,10,15,23,48
A03131,2024-06-12,18,17,40,75
A03132,2024-03-07,37,37,23,97
A03133,2023-12-20,11,40,40,91
A03134,2024-12-06,35,26,33,94
A03135,2024-05-27,16,17,29,62
A03136,2024-02-28,35,33,34,102
A03137,2024-08-12,34,29,30,93
A03138,2024-07-20,32,35,11,78
A03139,2024-02-18,14,17,11,42
A03140,2024-02-11,28,29,32,89
A03141,2024-05-05,26,27,21,74
A03142,2024-04-22,36,25,33,94
A03143,2024-11-17,30,32,20,82
A03144,2024-05-19,23,15,15,53
A03145,2024-04-25,21,26,22,69
A03146,2024-03-13,25,21,17,63
A03147,2024-02-16,38,31,14,83
A03148,2024-09-30,36,23,36,95
A03149,2024-07-26,38,36,20,94
A03150,2024-11-27,27,37,33,97
A03151,2024-05-25,15,28,14,57
A03152,2024-09-10,24,38,31,93
A03153,2023-12-23,28,36,28,92
A03154,2024-09-23,20,15,32,67
A03155,2024-11-22,39,38,34,111
A03156,2024-01-12,30,11,40,81
A03157,2024-11-08,20,13,40,73
A03158,2024-10-04,37,34,29,100
A03159,2023-12-22,33,12,22,67
A03160,2024-06-06,12,21,37,70
A03161,2024-06-18,35,13,33,81
A03162,2024-06-06,40,10,30,80
A03163,2024-07-19,18,31,20,69
A03164,2024-04-15,36,12,35,83
A03165,2024-01-24,34,38,20,92
A03166,2024-08-06,29,39,16,84
A03167,2023-12-14,17,29,26,72
A03168,2024-02-15,40,11,38,89
A03169,2024-06-14,15,40,27,82
A03170,2024-02-06,13,33,11,57
A03171,2024-02-19,17,19,15,51
A03172,2024-06-29,29,29,24,82
A03173,2024-04-10,16,30,11,57
A03174,2024-01-13,32,35,29,96
A03175,2024-07-23,14,19,30,63
A03176,2024-11-18,39,14,20,73
A03177,2024-05-12,39,39,34,112
A03178,2024-06-12,28,30,36,94
A03179,2024-02-15,34,11,39,84
A03180,2024-08-18,33,21,17,71
A03181,2024-01-03,37,14,24,75
A03182,2024-10-24,30,17,40,87
A03183,2024-08-20,38,21,24,83
A03184,2024-11-08,22,33,25,80
A03185,2024-05-05,35,37,26,98
A03186,2024-10-08,25,11,20,56
A03187,2024-01-01,28,12,14,54
A03188,2024-12-02,13,39,26,78
A03189,2024-02-10,17,19,14,50
A03190,2024-08-19,19,23,14,56
A03191,2024-08-27,36,27,23,86
A03192,2024-03-03,26,29,20,75
A03193,2024-03-11,15,32,36,83
A03194,2024-04-16,25,33,16,74
A03195,2024-09-10,12,40,11,63
A03196,2024-04-28,19,23,34,76
A03197,2024-01-17,23,15,23,61
A03198,2024-09-02,19,32,24,75
A03199,2023-12-28,11,40,24,75
A03200,2024-10-09,36,16,10,62
A03201,2024-07-24,25,15,29,69
A03202,2024-04-14,38,40,35,113
A03203,2024-11-14,37,28,21,86
A03204,2024-01-31,40,25,11,76
A03205,2024-03-24,24,12,26,62
A03206,2024-05-07,24,28,23,75
A03207,2024-09-07,28,12,32,72
A03208,2023-12-14,18,14,25,57
A03209,2024-11-03,15,29,35,79
A03210,2024-01-02,29,18,31,78
A03211,2024-07-22,26,19,29,74
A03212,2024-01-07,16,32,16,64
A03213,2024-04-16,20,11,12,43
A03214,2023-12-15,40,30,40,110
A03215,2024-01-26,36,31,18,85
A03216,2024-04-25,39,31,30,100
A03217,2024-03-01,38,36,12,86
A03218,2024-05-10,38,23,14,75
A03219,2024-11-04,19,12,25,56
A03220,2024-02-08,37,20,14,71
A03221,2024-12-04,38,13,15,66
A03222,2023-12-14,21,23,35,79
A03223,2024-08-16,11,33,16,60
A03224,2024-11-27,29,30,19,78
A03225,2024-03-17,12,29,10,51
A03226,2024-05-26,34,29,27,90
A03227,2024-05-19,16,14,38,68
A03228,2024-05-05,34,15,19,68
A03229,2024-10-05,21,13,27,61
A03230,2024-01-15,15,33,37,85
A03231,2024-04-22,35,25,30,90
A03232,2024-10-16,31,11,10,52
A03233,2024-09-30,33,33,36,102
A03234,2024-11-11,27,22,10,59
A03235,2024-01-20,38,35,33,106
A03236,2024-02-14,39,17,32,88
A03237,2024-06-27,28,16,26,70
A03238,2024-09-01,23,17,29,69
A03239,2024-07-20,15,35,12,62
A03240,2024-06-06,19,22,24,65
A03241,2024-02-08,17,13,29,59
A03242,2024-04-08,40,15,34,89
A03243,2024-09-09,10,20,30,60
A03244,2024-11-28,39,18,30,87
A03245,2024-05-18,32,12,19,63
A03246,2024-10-28,38,16,29,83
A03247,2024-02-03,36,17,37,90
A03248,2024-06-28,37,39,33,109
A03249,2024-04-05,39,36,16,91
A03250,2024-10-30,28,16,34,78
A03251,2024-01-23,21,27,17,65
A03252,2023-12-18,17,18,40,75
A03253,2024-05-25,32,38,33,103
A03254,2024-04-01,12,16,30,58
A03255,2024-03-17,21,13,18,52
A03256,2024-02-28,26,14,15,55
A03257,2024-02-27,30,14,14,58
A03258,2024-08-13,21,26,25,72
A03259,2024-02-26,35,11,25,71
A03260,2024-05-27,20,10,24,54
A03261,2024-02-24,23,26,10,59
A03262,2024-08-07,37,30,23,90
A03263,2024-02-17,35,24,14,73
A03264,2024-03-20,24,36,27,87
A03265,2024-02-17,25,13,23,61
A03266,2024-04-06,16,39,24,79
A03267,2024-04-30,15,28,23,66
A03268,2024-11-13,40,14,16,70
A03269,2024-04-12,27,17,39,83
A03270,2024-01-16,26,16,24,66
A03271,2024-01-03,14,24,36,74
A03272,2024-03-27,21,33,21,75
A03273,2024-07-18,33,24,22,79
A03274,2023-12-23,19,31,13,63
A03275,2024-11-05,29,15,23,67
A03276,2024-09-04,39,33,39,111
A03277,2024-11-03,28,11,36,75
A03278,2024-01-01,13,35,21,69
A03279,2024-06-30,28,10,15,53
A03280,2024-05-16,21,25,28,74
A03281,2024-09-17,28,25,29,82
A03282,2024-04-14,36,37,14,87
A03283,2024-09-01,22,37,21,80
A03284,2024-11-20,34,17,24,75
A03285,2024-06-20,13,27,13,53
A03286,2024-01-08,26,10,37,73
A03287,2024-05-26,28,21,38,87
A03288,2024-11-19,18,16,22,56
A03289,2024-09-28,30,37,19,86
A03290,2024-01-31,37,21,18,76
A03291,2024-09-29,25,33,19,77
A03292,2024-04-21,25,10,24,59
A03293,2024-04-14,18,16,35,69
A03294,2024-02-13,30,25,36,91
A03295,2024-07-15,13,36,15,64
A03296,2024-07-23,32,32,17,81
A03297,2024-06-14,34,24,40,98
A03298,2024-10-01,11,40,10,61
A03299,2024-06-23,23,12,35,70
A03300,2024-02-08,30,13,17,60
A03301,2024-10-26,38,31,26,95
A03302,2024-09-09,13,29,10,52
A03303,2024-11-18,35,13,27,75
A03304,2024-03-31,39,29,13,81
A03305,2024-01-03,11,36,20,67
A03306,2024-02-16,31,25,17,73
A03307,2024-02-06,36,33,32,101
A03308,2023-12-21,28,16,34,78
A03309,2024-09-12,26,25,39,90
A03310,2024-01-10,21,39,27,87
A03311,2023-12-16,28,29,28,85
A03312,2024-05-22,22,14,27,63
A03313,2024-01-24,18,25,32,75
A03314,2024-11-22,25,18,29,72
A03315,2024-02-13,33,17,39,89
A03316,2024-06-15,31,31,35,97
A03317,2024-07-19,25,18,19,62
A03318,2024-03-25,22,26,16,64
A03319,2024-08-22,10,14,12,36
A03320,2024-05-21,31,40,17,88
A03321,2024-06-12,31,28,11,70
A03322,2024-09-18,29,30,39,98
A03323,2024-05-14,19,37,35,91
A03324,2024-01-08,17,10,34,61
A03325,2024-05-12,28,26,37,91
A03326,2024-01-17,12,34,18,64
A03327,2024-03-20,14,39,17,70
A03328,2023-12-23,31,36,37,104
A03329,2024-10-15,31,23,31,85
A03330,2024-09-05,18,29,24,71
A03331,2024-10-31,22,34,34,90
A03332,2024-03-16,15,32,27,74
A03333,2024-11-03,34,24,20,78
A03334,2024-11-11,10,12,34,56
A03335,2024-06-07,40,18,24,82
A03336,2024-06-15,18,31,25,74
A03337,2024-02-07,29,37,28,94
A03338,2024-03-02,38,35,40,113
A03339,2024-11-21,32,23,13,68
A03340,2024-04-04,25,40,24,89
A03341,2024-08-02,29,12,34,75
A03342,2024-10-13,26,36,39,101
A03343,2024-05-05,16,35,30,81
A03344,2023-12-30,27,39,19,85
A03345,2024-07-19,20,13,14,47
A03346,2024-10-04,14,13,19,46
A03347,2024-06-30,26,36,22,84
A03348,2024-03-01,20,34,31,85
A03349,2024-05-19,12,20,24,56
A03350,2024-12-08,20,31,17,68
A03351,2024-10-23,17,23,30,70
A03352,2024-06-05,11,18,18,47
A03353,2024-10-23,29,32,30,91
A03354,2024-05-10,12,23,21,56
A03355,2024-04-04,10,26,20,56
A03356,2023-12-10,37,33,28,98
A03357,2024-12-04,25,25,20,70
A03358,2024-05-06,22,37,24,83
A03359,2024-11-25,25,20,26,71
A03360,2024-05-21,13,23,40,76
A03361,2024-07-20,27,27,18,72
A03362,2024-09-10,36,25,19,80
A03363,2024-11-17,22,17,20,59
A03364,2024-09-25,29,34,38,101
A03365,2024-12-04,29,19,16,64
A03366,2024-03-01,21,28,23,72
A03367,2024-01-17,12,23,33,68
A03368,2024-05-09,33,40,29,102
A03369,2024-05-16,36,24,29,89
A03370,2024-01-03,40,13,30,83
A03371,2024-08-08,10,29,29,68
A03372,2024-10-10,36,22,20,78
A03373,2024-04-16,39,40,19,98
A03374,2024-10-29,12,23,28,63
A03375,2024-08-29,38,24,22,84
A03376,2024-04-12,15,27,10,52
A03377,2024-04-11,18,21,27,66
A03378,2024-12-05,36,13,38,87
A03379,2024-09-20,10,29,39,78
A03380,2024-02-03,39,25,17,81
A03381,2024-04-27,11,31,10,52
A03382,2024-01-19,37,18,38,93
A03383,2024-09-03,19,13,38,70
A03384,2024-02-03,37,11,39,87
A03385,2024-12-08,40,13,20,73
A03386,2024-10-03,14,17,33,64
A03387,2024-06-26,29,16,33,78
A03388,2024-08-02,11,14,15,40
A03389,2024-04-03,34,27,17,78
A03390,2024-11-29,38,12,38,88
A03391,2024-10-11,21,31,38,90
A03392,2024-11-29,32,39,15,86
A03393,2024-07-31,14,37,40,91
A03394,2024-03-23,32,28,10,70
A03395,2024-03-01,23,18,16,57
A03396,2023-12-23,15,18,36,69
A03397,2024-07-05,19,39,14,72
A03398,2024-09-14,21,31,40,92
A03399,2024-07-25,10,30,24,64
A03400,2024-09-11,17,40,40,97
A03401,2024-02-26,22,10,11,43
A03402,2024-09-01,27,13,26,66
A03403,2024-08-12,18,18,18,54
A03404,2024-05-24,21,38,17,76
A03405,2024-01-24,36,19,31,86
A03406,2024-02-13,26,23,19,68
A03407,2024-11-12,20,25,38,83
A03408,2024-01-15,30,17,25,72
A03409,2024-02-18,22,26,36,84
A03410,2024-02-07,11,32,30,73
A03411,2024-06-02,19,21,30,70
A03412,2024-11-24,10,39,34,83
A03413,2024-09-08,12,26,39,77
A03414,2024-04-05,11,29,28,68
A03415,2024-07-08,27,25,17,69
A03416,2024-08-27,25,26,28,79
A03417,2024-08-12,29,34,27,90
A03418,2024-09-07,21,24,32,77
A03419,2023-12-11,24,25,13,62
A03420,2023-12-31,14,16,31,61
A03421,2024-11-29,29,18,18,65
A03422,2024-09-30,12,27,10,49
A03423,2024-06-05,34,16,40,90
A03424,2024-10-03,24,18,10,52
A03425,2024-10-12,40,30,16,86
A03426,2024-04-29,12,36,40,88
A03427,2024-04-23,24,12,11,47
A03428,2024-09-23,36,27,29,92
A03429,2024-06-04,30,34,34,98
A03430,2024-11-02,37,27,14,78
A03431,2024-08-20,12,18,16,46
A03432,2024-09-20,29,15,31,75
A03433,2024-11-10,26,24,39,89
A03434,2024-11-29,20,39,10,69
A03435,2024-11-06,11,10,36,57
A03436,2024-03-19,28,40,31,99
A03437,2024-09-27,10,25,40,75
A03438,2024-02-08,32,35,30,97
A03439,2024-10-28,31,24,23,78
A03440,2024-01-09,31,21,13,65
A03441,2024-01-02,14,19,10,43
A03442,2024-06-20,34,38,23,95
A03443,2024-08-08,10,19,39,68
A03444,2024-01-13,33,35,36,104
A03445,2024-02-19,27,29,37,93
A03446,2024-08-31,30,23,36,89
A03447,2024-08-24,25,10,25,60
A03448,2024-02-09,30,26,10,66
A03449,2024-09-03,25,16,40,81
A03450,2024-10-18,35,28,11,74
A03451,2024-09-21,15,34,32,81
A03452,2024-03-12,15,40,36,91
A03453,2024-08-13,11,38,28,77
A03454,2024-03-15,17,38,38,93
A03455,2024-11-22,18,32,22,72
A03456,2024-06-02,33,20,20,73
A03457,2024-08-09,31,28,24,83
A03458,2024-04-26,11,29,10,50
A03459,2024-07-21,40,28,13,81
A03460,2023-12-15,34,28,34,96
A03461,2024-04-16,29,24,10,63
A03462,2024-05-29,32,29,31,92
A03463,2024-02-25,20,11,13,44
A03464,2024-10-17,35,30,14,79
A03465,2024-08-03,38,28,17,83
A03466,2024-03-28,18,33,13,64
A03467,2024-08-31,26,21,24,71
A03468,2024-06-06,11,19,38,68
A03469,2024-10-27,36,10,40,86
A03470,2024-01-05,24,34,31,89
A03471,2024-10-13,35,22,26,83
A03472,2024-05-25,28,23,11,62
A03473,2024-07-02,10,27,21,58
A03474,2024-04-18,37,38,34,109
A03475,2024-09-30,32,25,20,77
A03476,2024-03-20,32,17,35,84
A03477,2024-02-17,40,26,29,95
A03478,2024-01-08,29,24,37,90
A03479,2024-11-16,12,37,18,67
A03480,2024-09-24,24,24,39,87
A03481,2023-12-29,36,25,17,78
A03482,2024-08-19,34,25,16,75
A03483,2024-04-11,18,15,13,46
A03484,2024-09-21,29,23,40,92
A03485,2023-12-19,17,36,17,70
A03486,2024-12-07,13,30,18,61
A03487,2024-08-21,39,35,21,95
A03488,2024-05-11,40,10,28,78
A03489,2024-02-28,27,29,26,82
A03490,2024-01-20,31,36,34,101
A03491,2024-05-30,32,35,40,107
A03492,2024-08-21,12,25,36,73
A03493,2023-12-24,24,33,30,87
A03494,2024-08-31,19,30,10,59
A03495,2024-04-20,12,30,26,68
A03496,2024-07-18,35,32,27,94
A03497,2024-10-08,15,19,32,66
A03498,2024-09-29,10,27,31,68
A03499,2024-04-22,21,10,24,55
A03500,2024-10-24,21,30,33,84
A03501,2024-04-19,39,20,29,88
A03502,2024-06-16,13,17,22,52
A03503,2024-03-15,29,29,29,87
A03504,2024-06-06,10,20,13,43
A03505,2024-05-09,24,22,35,81
A03506,2024-10-05,16,18,16,50
A03507,2024-01-01,31,16,37,84
A03508,2024-01-27,22,29,19,70
A03509,2024-02-21,38,22,24,84
A03510,2024-09-29,17,19,39,75
A03511,2024-04-07,11,26,31,68
A03512,2023-12-15,18,27,31,76
A03513,2024-08-27,30,37,36,103
A03514,2024-09-29,27,22,30,79
A03515,2024-09-06,16,27,34,77
A03516,2024-04-27,12,15,10,37
A03517,2024-05-09,10,31,14,55
A03518,2024-05-31,19,15,22,56
A03519,2024-11-20,18,32,38,88
A03520,2024-06-28,22,36,37,95
A03521,2024-10-23,35,28,13,76
A03522,2024-02-04,28,40,36,104
A03523,2024-04-27,23,29,20,72
A03524,2024-01-24,20,26,22,68
A03525,2024-06-14,30,17,33,80
A03526,2024-04-27,22,23,14,59
A03527,2024-07-07,10,30,13,53
A03528,2023-12-25,15,37,26,78
A03529,2024-11-20,19,36,20,75
A03530,2024-10-27,10,10,15,35
A03531,2024-10-07,19,18,30,67
A03532,2024-08-20,26,39,33,98
A03533,2024-03-07,39,11,26,76
A03534,2024-02-08,37,28,29,94
A03535,2024-11-20,20,23,31,74
A03536,2024-10-11,14,22,15,51
A03537,2024-05-10,13,13,19,45
A03538,2024-11-25,35,27,33,95
A03539,2024-04-05,21,39,15,75
A03540,2024-04-27,16,33,36,85
A03541,2023-12-26,21,32,34,87
A03542,2024-02-02,33,39,29,101
A03543,2023-12-19,13,28,10,51
A03544,2024-10-20,23,12,33,68
A03545,2024-01-16,38,14,17,69
A03546,2024-01-31,18,11,22,51
A03547,2024-08-11,19,15,24,58
A03548,2024-07-09,20,22,39,81
A03549,2024-10-28,24,32,21,77
A03550,2024-10-03,17,30,27,74
A03551,2024-04-26,27,28,23,78
A03552,2024-01-27,11,23,32,66
A03553,2024-05-29,11,33,22,66
A03554,2024-06-15,26,22,18,66
A03555,2024-02-03,14,13,31,58
A03556,2024-06-03,24,12,29,65
A03557,2023-12-21,13,28,22,63
A03558,2024-05-07,10,19,10,39
A03559,2024-11-01,23,19,21,63
A03560,2024-08-06,17,17,23,57
A03561,2024-10-06,36,14,11,61
A03562,2024-09-18,23,14,27,64
A03563,2024-03-14,39,25,23,87
A03564,2024-08-19,18,30,26,74
A03565,2024-09-07,23,13,40,76
A03566,2024-03-19,37,10,11,58
A03567,2024-01-06,21,40,21,82
A03568,2024-08-17,28,15,26,69
A03569,2024-04-03,11,37,34,82
A03570,2024-09-20,10,34,18,62
A03571,2024-05-20,15,32,13,60
A03572,2024-11-05,35,30,29,94
A03573,2024-04-24,20,18,37,75
A03574,2024-05-30,27,24,32,83
A03575,2024-05-05,25,18,33,76
A03576,2024-10-02,39,24,36,99
A03577,2024-08-09,30,30,23,83
A03578,2024-07-03,18,19,19,56
A03579,2024-08-31,23,15,11,49
A03580,2024-06-13,36,40,40,116
A03581,2024-09-13,19,12,27,58
A03582,2024-07-03,21,31,24,76
A03583,2023-12-30,39,35,13,87
A03584,2024-11-05,23,26,11,60
A03585,2024-11-16,27,36,37,100
A03586,2024-01-31,37,39,35,111
A03587,2024-11-21,21,37,32,90
A03588,2024-04-05,18,13,32,63
A03589,2024-08-16,16,39,18,73
A03590,2024-09-03,30,13,36,79
A03591,2024-04-25,29,29,33,91
A03592,2024-04-27,27,32,16,75
A03593,2024-10-15,33,28,38,99
A03594,2024-05-18,37,30,13,80
A03595,2024-09-26,34,21,37,92
A03596,2024-09-18,29,27,20,76
A03597,2024-10-04,24,27,15,66
A03598,2024-02-18,24,15,16,55
A03599,2024-06-11,29,12,36,77
A03600,2024-10-07,26,15,16,57
A03601,2024-10-09,15,13,33,61
A03602,2024-09-23,10,13,27,50
A03603,2024-09-15,26,13,23,62
A03604,2024-05-29,27,28,11,66
A03605,2024-10-05,30,26,15,71
A03606,2024-07-01,12,12,22,46
A03607,2024-03-12,14,16,30,60
A03608,2024-11-20,32,35,40,107
A03609,2024-03-16,34,34,35,103
A03610,2024-06-25,29,17,33,79
A03611,2024-10-30,23,13,27,63
A03612,2024-11-08,35,39,17,91
A03613,2024-09-09,27,17,33,77
A03614,2024-08-23,14,19,24,57
A03615,2024-06-25,11,20,23,54
A03616,2024-10-21,36,31,23,90
A03617,2024-02-03,14,23,17,54
A03618,2024-09-10,31,30,15,76
A03619,2024-05-29,37,36,32,105
A03620,2024-01-04,32,36,36,104
A03621,2024-10-04,32,24,16,72
A03622,2024-11-16,32,34,27,93
A03623,2024-02-06,16,29,39,84
A03624,2024-03-21,14,39,20,73
A03625,2024-07-27,31,40,21,92
A03626,2024-08-30,23,18,38,79
A03627,2024-06-20,28,20,10,58
A03628,2024-01-25,17,19,14,50
A03629,2024-11-03,33,18,38,89
A03630,2024-09-29,11,12,37,60
A03631,2024-09-23,40,39,21,100
A03632,2024-12-01,22,13,27,62
A03633,2024-11-11,14,36,25,75
A03634,2024-03-14,16,15,27,58
A03635,2024-11-22,16,25,33,74
A03636,2024-03-10,40,24,29,93
A03637,2024-09-23,10,38,33,81
A03638,2024-09-19,12,12,40,64
A03639,2024-01-16,12,19,25,56
A03640,2024-09-11,20,18,35,73
A03641,2024-07-09,39,21,29,89
A03642,2024-07-05,34,36,10,80
A03643,2024-01-17,26,40,18,84
A03644,2024-11-21,11,20,34,65
A03645,2024-10-22,25,39,10,74
A03646,2023-12-11,19,20,24,63
A03647,2024-03-24,10,17,21,48
A03648,2024-07-23,10,11,38,59
A03649,2024-02-06,11,32,25,68
A03650,2024-02-02,12,11,33,56
A03651,2024-11-01,10,30,36,76
A03652,2023-12-14,12,22,38,72
A03653,2024-05-04,38,10,25,73
A03654,2024-05-20,20,13,16,49
A03655,2024-01-10,31,12,11,54
A03656,2023-12-30,28,30,17,75
A03657,2024-09-10,13,29,12,54
A03658,2024-04-26,30,16,18,64
A03659,2024-08-26,29,25,31,85
A03660,2024-08-20,15,21,31,67
A03661,2023-12-26,23,36,38,97
A03662,2023-12-16,35,35,30,100
A03663,2024-04-23,23,20,15,58
A03664,2024-04-09,13,35,35,83
A03665,2024-11-15,20,37,37,94
A03666,2024-10-23,20,11,11,42
A03667,2024-06-02,13,35,22,70
A03668,2024-05-13,15,20,17,52
