ApplicationID,Channel,Date,MessageType,ResponseTime (hours)
A00585,Email,2024-07-21,Follow-Up,12
A00586,Email,2024-10-23,Application Status,48
A00587,Phone Call,2024-03-31,Application Status,4
A00588,Email,2024-06-12,Follow-Up,6
A00589,WhatsApp,2024-04-24,Application Status,6
A00590,Email,2024-07-06,Application Status,24
A00591,Email,2024-10-31,Thank You,6
A00592,Email,2024-08-08,Application Status,24
A00593,WhatsApp,2024-01-27,Follow-Up,4
A00594,Phone Call,2024-06-08,Follow-Up,24
A00595,Email,2024-01-24,Application Status,2
A00596,Email,2024-05-20,Follow-Up,24
A00597,Email,2024-11-09,Thank You,
A00598,Phone Call,2024-02-13,Application Status,6
A00599,Email,2024-06-10,Thank You,24
A00600,Phone Call,2024-07-17,Follow-Up,48
A00601,Email,2024-02-27,Thank You,2
A00602,WhatsApp,2024-05-24,Thank You,
A00603,Phone Call,2024-05-17,Reminder,24
A00604,Phone Call,2023-12-24,Follow-Up,6
A00605,Phone Call,2024-03-25,Follow-Up,
A00606,WhatsApp,2023-12-17,Application Status,24
A00607,Email,2024-01-26,Application Status,12
A00608,Email,2024-03-25,Thank You,2
A00609,Phone Call,2024-09-10,Reminder,
A00610,WhatsApp,2024-01-08,Reminder,4
A00611,WhatsApp,2024-01-13,Follow-Up,4
A00612,WhatsApp,2024-06-07,Reminder,48
A00613,WhatsApp,2024-05-06,Thank You,2
A00614,Email,2024-02-24,Follow-Up,2
A00615,WhatsApp,2024-11-20,Reminder,24
A00616,Email,2024-01-14,Follow-Up,48
A00617,Phone Call,2024-11-26,Reminder,48
A00618,Email,2024-06-21,Thank You,48
A00619,WhatsApp,2024-07-15,Thank You,12
A00620,Phone Call,2024-07-10,Follow-Up,2
A00621,Phone Call,2024-03-03,Follow-Up,
A00622,WhatsApp,2024-02-18,Reminder,48
A00623,Phone Call,2024-03-09,Follow-Up,24
A00624,WhatsApp,2024-04-23,Application Status,48
A00625,WhatsApp,2023-12-28,Thank You,4
A00626,Phone Call,2024-04-17,Application Status,
A00627,WhatsApp,2024-05-28,Thank You,48
A00628,WhatsApp,2024-07-17,Reminder,4
A00629,WhatsApp,2024-10-01,Follow-Up,
A00630,Email,2024-05-15,Application Status,12
A00631,Phone Call,2023-12-24,Follow-Up,48
A00632,WhatsApp,2024-07-25,Application Status,48
A00633,Phone Call,2024-08-19,Thank You,6
A00634,Email,2024-01-01,Thank You,12
A00635,WhatsApp,2024-10-21,Thank You,
A00636,Email,2024-10-25,Follow-Up,6
A00637,WhatsApp,2024-05-20,Application Status,4
A00638,Phone Call,2024-01-09,Follow-Up,12
A00639,Email,2024-05-11,Reminder,6
A00640,Phone Call,2024-01-31,Thank You,2
A00641,Phone Call,2024-08-20,Application Status,
A00642,Email,2024-09-11,Application Status,2
A00643,Email,2024-03-18,Thank You,2
A00644,Phone Call,2024-11-13,Reminder,12
A00645,Phone Call,2024-05-06,Thank You,12
A00646,Email,2024-10-25,Thank You,12
A00647,Email,2023-12-12,Application Status,24
A00648,Phone Call,2024-02-09,Follow-Up,24
A00649,Phone Call,2024-01-11,Application Status,24
A00650,Phone Call,2024-12-05,Follow-Up,4
A00651,Email,2024-08-03,Follow-Up,12
A00652,Email,2024-01-07,Reminder,12
A00653,WhatsApp,2024-04-20,Follow-Up,24
A00654,WhatsApp,2024-03-30,Follow-Up,4
A00655,Email,2024-02-05,Thank You,4
A00656,Email,2024-11-16,Application Status,4
A00657,Email,2024-07-01,Reminder,48
A00658,Phone Call,2024-03-12,Application Status,2
A00659,Phone Call,2024-04-16,Reminder,2
A00660,Phone Call,2024-03-06,Application Status,12
A00661,WhatsApp,2024-09-07,Application Status,12
A00662,Phone Call,2024-08-19,Thank You,12
A00663,Phone Call,2024-01-09,Reminder,48
A00664,Email,2024-08-28,Reminder,48
A00665,WhatsApp,2024-07-10,Reminder,48
A00666,WhatsApp,2024-06-29,Reminder,6
A00667,Phone Call,2024-04-27,Reminder,
A00668,Phone Call,2024-02-13,Thank You,
A00669,WhatsApp,2024-03-15,Follow-Up,12
A00670,Email,2024-04-06,Follow-Up,12
A00671,Phone Call,2024-01-18,Reminder,
A00672,WhatsApp,2024-01-12,Application Status,24
A00673,Email,2023-12-10,Follow-Up,
A00674,WhatsApp,2024-04-26,Thank You,2
A00675,Email,2024-08-15,Follow-Up,2
A00676,Email,2024-05-08,Application Status,2
A00677,Email,2024-04-05,Application Status,24
A00678,Email,2024-01-29,Thank You,48
A00679,Email,2024-01-13,Follow-Up,24
A00680,Phone Call,2024-12-04,Follow-Up,24
A00681,Email,2024-08-09,Reminder,2
A00682,WhatsApp,2024-08-19,Thank You,4
A00683,WhatsApp,2024-06-11,Application Status,48
A00684,WhatsApp,2024-07-21,Application Status,24
A00685,Phone Call,2024-01-07,Follow-Up,2
A00686,Phone Call,2024-01-31,Reminder,
A00687,WhatsApp,2024-07-08,Follow-Up,4
A00688,Phone Call,2024-07-25,Reminder,48
A00689,Phone Call,2024-03-26,Reminder,24
A00690,WhatsApp,2024-03-31,Reminder,2
A00691,Phone Call,2024-07-21,Thank You,2
A00692,WhatsApp,2023-12-21,Application Status,
A00693,Email,2024-05-09,Reminder,2
A00694,Phone Call,2024-04-15,Thank You,24
A00695,Phone Call,2024-03-19,Follow-Up,48
A00696,Phone Call,2024-04-11,Application Status,
A00697,WhatsApp,2024-12-04,Application Status,12
A00698,Phone Call,2024-07-17,Reminder,4
A00699,WhatsApp,2024-06-19,Reminder,2
A00700,WhatsApp,2024-08-23,Reminder,4
A00701,Email,2024-08-30,Application Status,4
A00702,WhatsApp,2024-08-02,Reminder,24
A00703,WhatsApp,2024-07-10,Application Status,24
A00704,Email,2024-06-14,Reminder,12
A00705,Email,2024-05-19,Thank You,
A00706,Email,2024-06-04,Application Status,12
A00707,Phone Call,2024-06-24,Reminder,
A00708,Phone Call,2023-12-24,Reminder,
A00709,Phone Call,2024-08-21,Application Status,4
A00710,WhatsApp,2024-04-05,Follow-Up,6
A00711,Email,2024-08-16,Reminder,48
A00712,Phone Call,2024-11-24,Application Status,24
A00713,Email,2024-02-29,Thank You,6
A00714,WhatsApp,2024-08-13,Application Status,4
A00715,Email,2024-04-13,Application Status,24
A00716,Email,2024-03-28,Follow-Up,48
A00717,WhatsApp,2024-07-05,Application Status,2
A00718,WhatsApp,2024-05-04,Follow-Up,
A00719,Phone Call,2024-04-07,Follow-Up,6
A00720,Email,2024-03-24,Thank You,48
A00721,Email,2024-10-26,Thank You,2
A00722,WhatsApp,2024-03-27,Follow-Up,24
A00723,Phone Call,2024-01-16,Follow-Up,
A00724,WhatsApp,2024-08-11,Thank You,
A00725,Email,2024-07-17,Follow-Up,24
A00726,Phone Call,2024-04-16,Application Status,24
A00727,Phone Call,2023-12-22,Thank You,4
A00728,WhatsApp,2024-01-27,Application Status,48
A00729,WhatsApp,2024-07-11,Follow-Up,2
A00730,Phone Call,2024-05-19,Follow-Up,
A00731,WhatsApp,2024-04-05,Application Status,2
A00732,Email,2023-12-18,Follow-Up,48
A00733,Email,2024-06-15,Reminder,24
A00734,Phone Call,2024-02-18,Thank You,6
A00735,Phone Call,2024-05-17,Thank You,6
A00736,Phone Call,2024-06-14,Application Status,12
A00737,Phone Call,2024-08-17,Reminder,
A00738,Phone Call,2024-08-25,Follow-Up,48
A00739,WhatsApp,2024-10-31,Thank You,24
A00740,Phone Call,2024-09-04,Reminder,24
A00741,Phone Call,2024-08-07,Thank You,24
A00742,WhatsApp,2024-06-27,Follow-Up,24
A00743,WhatsApp,2024-08-04,Reminder,
A00744,Phone Call,2024-03-06,Reminder,24
A00745,Email,2023-12-13,Thank You,
A00746,WhatsApp,2024-01-11,Application Status,48
A00747,Email,2024-10-13,Thank You,2
A00748,Email,2024-06-12,Application Status,
A00749,Email,2024-01-04,Follow-Up,48
A00750,Phone Call,2024-06-14,Follow-Up,24
A00751,Email,2024-09-07,Application Status,
A00752,Email,2024-07-28,Thank You,6
A00753,Phone Call,2023-12-22,Reminder,12
A00754,WhatsApp,2024-08-11,Follow-Up,6
A00755,Phone Call,2024-10-01,Follow-Up,24
A00756,WhatsApp,2024-08-15,Follow-Up,4
A00757,WhatsApp,2024-02-21,Follow-Up,24
A00758,WhatsApp,2024-08-28,Thank You,48
A00759,Email,2024-05-12,Follow-Up,12
A00760,WhatsApp,2024-03-19,Application Status,4
A00761,Phone Call,2024-06-20,Thank You,12
A00762,Phone Call,2024-05-27,Reminder,12
A00763,Phone Call,2024-09-21,Follow-Up,
A00764,Phone Call,2024-12-06,Application Status,2
A00765,Phone Call,2024-11-15,Thank You,4
A00766,Phone Call,2024-12-07,Thank You,24
A00767,Email,2024-08-25,Application Status,6
A00768,Phone Call,2024-07-25,Follow-Up,4
A00769,WhatsApp,2024-01-15,Thank You,12
A00770,WhatsApp,2024-10-04,Reminder,6
A00771,WhatsApp,2023-12-17,Application Status,6
A00772,Phone Call,2024-11-27,Thank You,12
A00773,Phone Call,2024-09-05,Application Status,2
A00774,WhatsApp,2024-12-03,Application Status,48
A00775,Phone Call,2024-03-14,Application Status,2
A00776,Phone Call,2024-04-12,Follow-Up,48
A00777,WhatsApp,2024-07-19,Follow-Up,12
A00778,Phone Call,2024-07-12,Thank You,4
A00779,Phone Call,2024-01-14,Follow-Up,24
A00780,Email,2024-04-20,Thank You,
A00781,Phone Call,2024-04-11,Follow-Up,12
A00782,Phone Call,2024-11-20,Thank You,2
A00783,Phone Call,2024-03-08,Application Status,12
A00784,Phone Call,2024-01-13,Follow-Up,6
A00785,Email,2024-08-13,Thank You,4
A00786,Phone Call,2024-12-08,Reminder,2
A00787,WhatsApp,2024-06-16,Thank You,48
A00788,Email,2024-07-18,Reminder,
A00789,Phone Call,2023-12-25,Reminder,4
A00790,WhatsApp,2024-09-28,Reminder,24
A00791,Email,2024-06-12,Reminder,2
A00792,Phone Call,2024-05-15,Follow-Up,48
A00793,Email,2024-09-21,Reminder,12
A00794,WhatsApp,2024-01-17,Application Status,
A00795,Email,2024-10-09,Application Status,48
A00796,Email,2024-03-19,Reminder,
A00797,WhatsApp,2024-04-01,Reminder,12
A00798,WhatsApp,2024-03-27,Thank You,
A00799,Email,2024-09-10,Follow-Up,48
A00800,WhatsApp,2024-10-16,Application Status,4
A00801,Email,2024-09-14,Reminder,
A00802,WhatsApp,2024-03-06,Application Status,2
A00803,WhatsApp,2024-04-06,Reminder,4
A00804,WhatsApp,2024-10-02,Application Status,4
A00805,WhatsApp,2024-08-19,Follow-Up,48
A00806,WhatsApp,2024-07-28,Application Status,12
A00807,Email,2024-03-24,Thank You,2
A00808,Email,2024-07-17,Reminder,12
A00809,WhatsApp,2024-05-08,Follow-Up,24
A00810,Phone Call,2024-10-07,Reminder,6
A00811,Phone Call,2024-09-13,Thank You,24
A00812,WhatsApp,2024-11-25,Follow-Up,48
A00813,Phone Call,2024-11-29,Follow-Up,2
A00814,WhatsApp,2024-11-27,Thank You,24
A00815,Email,2024-10-17,Thank You,24
A00816,WhatsApp,2024-02-16,Thank You,
A00817,Phone Call,2023-12-26,Reminder,12
A00818,Phone Call,2024-07-08,Application Status,
A00819,Phone Call,2024-08-11,Application Status,4
A00820,WhatsApp,2024-06-22,Reminder,6
A00821,Phone Call,2024-01-14,Application Status,2
A00822,Email,2024-06-28,Follow-Up,12
A00823,Email,2024-10-28,Reminder,2
A00824,Phone Call,2024-01-13,Follow-Up,12
A00825,WhatsApp,2024-08-14,Application Status,24
A00826,WhatsApp,2023-12-12,Follow-Up,
A00827,WhatsApp,2024-05-17,Follow-Up,12
A00828,Phone Call,2024-08-26,Thank You,24
A00829,WhatsApp,2023-12-15,Thank You,24
A00830,Phone Call,2024-04-13,Reminder,4
A00831,WhatsApp,2024-07-06,Thank You,
A00832,Phone Call,2024-08-20,Application Status,12
A00833,Email,2024-02-11,Application Status,
A00834,WhatsApp,2024-07-10,Follow-Up,
A00835,Phone Call,2024-03-20,Thank You,2
A00836,Email,2024-09-19,Thank You,12
A00837,Email,2024-09-21,Application Status,24
A00838,WhatsApp,2024-02-20,Application Status,4
A00839,Phone Call,2023-12-11,Application Status,24
A00840,Phone Call,2023-12-13,Follow-Up,
A00841,Email,2024-05-02,Reminder,24
A00842,WhatsApp,2024-07-29,Follow-Up,
A00843,WhatsApp,2024-03-17,Reminder,6
A00844,Phone Call,2024-01-17,Application Status,6
A00845,WhatsApp,2024-09-18,Follow-Up,
A00846,Phone Call,2024-01-20,Thank You,6
A00847,WhatsApp,2024-06-27,Follow-Up,6
A00848,WhatsApp,2024-02-21,Application Status,12
A00849,Phone Call,2024-02-29,Application Status,24
A00850,WhatsApp,2024-02-15,Follow-Up,48
A00851,Email,2024-07-25,Follow-Up,6
A00852,WhatsApp,2024-10-28,Application Status,2
A00853,Email,2024-03-02,Thank You,24
A00854,Phone Call,2024-01-26,Thank You,2
A00855,WhatsApp,2024-01-25,Application Status,4
A00856,Phone Call,2024-02-18,Thank You,2
A00857,Email,2024-07-07,Follow-Up,4
A00858,WhatsApp,2024-10-01,Thank You,6
A00859,Phone Call,2024-01-17,Thank You,24
A00860,WhatsApp,2024-05-24,Application Status,
A00861,Email,2024-08-14,Application Status,12
A00862,WhatsApp,2023-12-14,Application Status,2
A00863,WhatsApp,2024-12-03,Application Status,24
A00864,Phone Call,2024-11-26,Follow-Up,24
A00865,Email,2024-07-01,Follow-Up,12
A00866,Phone Call,2024-09-04,Application Status,
A00867,WhatsApp,2024-03-25,Thank You,12
A00868,Phone Call,2024-11-23,Application Status,
A00869,WhatsApp,2024-10-09,Reminder,48
A00870,WhatsApp,2024-04-20,Thank You,6
A00871,Phone Call,2024-10-25,Application Status,
A00872,Phone Call,2024-12-01,Application Status,6
A00873,Email,2024-03-08,Follow-Up,2
A00874,WhatsApp,2023-12-16,Reminder,4
A00875,Email,2024-06-30,Thank You,48
A00876,Email,2023-12-27,Thank You,
A00877,Phone Call,2024-08-18,Follow-Up,4
A00878,WhatsApp,2024-01-10,Follow-Up,6
A00879,Phone Call,2024-07-09,Thank You,24
A00880,Phone Call,2024-11-14,Follow-Up,48
A00881,Phone Call,2024-08-18,Follow-Up,24
A00882,Email,2023-12-18,Application Status,
A00883,WhatsApp,2024-01-21,Thank You,
A00884,Phone Call,2024-05-19,Application Status,
A00885,Phone Call,2024-01-14,Follow-Up,4
A00886,WhatsApp,2024-02-15,Thank You,4
A00887,Phone Call,2024-02-22,Follow-Up,24
A00888,Email,2024-02-14,Application Status,2
A00889,Phone Call,2024-04-21,Follow-Up,4
A00890,WhatsApp,2024-01-01,Thank You,12
A00891,Email,2024-08-23,Thank You,
A00892,Email,2024-12-06,Follow-Up,
A00893,WhatsApp,2024-07-02,Reminder,2
A00894,WhatsApp,2024-06-20,Application Status,48
A00895,WhatsApp,2024-11-30,Follow-Up,6
A00896,Phone Call,2024-09-18,Application Status,48
A00897,Phone Call,2024-07-02,Application Status,4
A00898,Phone Call,2024-02-09,Follow-Up,48
A00899,Email,2024-07-19,Reminder,4
A00900,Email,2024-10-24,Application Status,24
A00901,WhatsApp,2024-03-05,Reminder,
A00902,Email,2024-08-07,Application Status,12
A00903,WhatsApp,2024-04-26,Thank You,24
A00904,WhatsApp,2024-11-16,Reminder,4
A00905,Phone Call,2024-10-18,Follow-Up,4
A00906,Email,2024-04-30,Reminder,2
A00907,WhatsApp,2024-10-31,Thank You,48
A00908,Phone Call,2024-06-19,Thank You,4
A00909,Email,2024-01-24,Reminder,4
A00910,WhatsApp,2024-08-11,Application Status,
A00911,Phone Call,2024-10-06,Reminder,48
A00912,WhatsApp,2024-01-12,Reminder,48
A00913,Email,2024-11-06,Follow-Up,24
A00914,Phone Call,2024-04-24,Thank You,6
A00915,WhatsApp,2024-01-25,Follow-Up,4
A00916,Email,2024-03-03,Thank You,12
A00917,WhatsApp,2024-04-18,Application Status,24
A00918,Phone Call,2024-09-15,Reminder,
A00919,Phone Call,2024-11-03,Reminder,24
A00920,Email,2024-01-15,Follow-Up,
A00921,Phone Call,2024-10-31,Follow-Up,
A00922,Phone Call,2024-02-20,Follow-Up,48
A00923,Email,2024-02-02,Reminder,
A00924,Phone Call,2024-08-10,Thank You,2
A00925,Email,2024-07-20,Follow-Up,2
A00926,Email,2024-06-17,Application Status,6
A00927,WhatsApp,2024-03-11,Reminder,6
A00928,Phone Call,2024-10-28,Reminder,48
A00929,WhatsApp,2024-09-27,Follow-Up,12
A00930,Phone Call,2024-10-27,Reminder,4
A00931,Email,2024-05-16,Reminder,6
A00932,WhatsApp,2024-01-14,Follow-Up,48
A00933,WhatsApp,2024-01-16,Reminder,
A00934,Email,2024-03-13,Application Status,2
A00935,WhatsApp,2024-02-28,Follow-Up,2
A00936,WhatsApp,2024-10-03,Thank You,12
A00937,WhatsApp,2024-07-30,Reminder,48
A00938,Email,2024-10-30,Follow-Up,6
A00939,Email,2024-10-21,Reminder,2
A00940,Phone Call,2024-09-11,Application Status,48
A00941,WhatsApp,2024-06-29,Thank You,48
A00942,Email,2024-01-14,Thank You,2
A00943,Phone Call,2024-03-24,Application Status,4
A00944,Phone Call,2024-05-24,Follow-Up,
A00945,Email,2024-07-26,Reminder,6
A00946,WhatsApp,2024-10-05,Application Status,24
A00947,WhatsApp,2024-12-01,Reminder,48
A00948,Phone Call,2024-02-16,Reminder,6
A00949,WhatsApp,2024-05-12,Follow-Up,24
A00950,Phone Call,2024-10-04,Follow-Up,
A00951,Phone Call,2024-08-18,Application Status,6
A00952,WhatsApp,2024-02-24,Application Status,4
A00953,Phone Call,2024-06-26,Application Status,4
A00954,Phone Call,2024-06-08,Application Status,6
A00955,Phone Call,2024-11-16,Thank You,6
A00956,Phone Call,2024-02-29,Application Status,12
A00957,Phone Call,2023-12-24,Application Status,2
A00958,Phone Call,2024-09-17,Thank You,24
A00959,Email,2024-11-04,Application Status,4
A00960,Phone Call,2024-06-19,Follow-Up,4
A00961,Phone Call,2024-09-25,Application Status,48
A00962,Email,2024-05-06,Thank You,6
A00963,Phone Call,2024-10-24,Follow-Up,12
A00964,Email,2024-09-29,Follow-Up,12
A00965,Phone Call,2023-12-18,Thank You,48
A00966,Phone Call,2024-06-14,Application Status,6
A00967,Email,2024-06-21,Application Status,4
A00968,Phone Call,2024-09-08,Application Status,2
A00969,Phone Call,2024-09-19,Follow-Up,24
A00970,Phone Call,2024-04-03,Thank You,12
A00971,Phone Call,2024-03-07,Thank You,4
A00972,Phone Call,2024-11-27,Application Status,24
A00973,Email,2024-07-25,Application Status,12
A00974,WhatsApp,2024-03-12,Follow-Up,12
A00975,WhatsApp,2024-04-18,Thank You,24
A00976,WhatsApp,2024-02-21,Follow-Up,6
A00977,Email,2024-07-29,Reminder,48
A00978,Phone Call,2024-05-02,Application Status,48
A00979,WhatsApp,2024-03-28,Application Status,2
A00980,WhatsApp,2024-02-09,Reminder,6
A00981,Phone Call,2024-08-08,Thank You,6
A00982,Phone Call,2024-05-01,Follow-Up,48
A00983,Phone Call,2024-11-19,Thank You,12
A00984,WhatsApp,2024-10-24,Reminder,
A00985,WhatsApp,2024-11-10,Follow-Up,24
A00986,Phone Call,2024-05-28,Application Status,2
A00987,Email,2024-06-14,Follow-Up,6
A00988,Email,2024-04-05,Follow-Up,48
A00989,Phone Call,2024-01-17,Application Status,48
A00990,WhatsApp,2023-12-21,Thank You,2
A00991,Email,2024-03-31,Application Status,2
A00992,WhatsApp,2024-02-21,Follow-Up,48
A00993,WhatsApp,2024-03-22,Follow-Up,12
A00994,WhatsApp,2024-11-23,Application Status,2
A00995,Phone Call,2024-10-15,Application Status,4
A00996,WhatsApp,2024-08-03,Follow-Up,
A00997,WhatsApp,2024-02-27,Application Status,
A00998,WhatsApp,2024-08-30,Reminder,12
A00999,WhatsApp,2024-11-27,Application Status,6
A01000,Phone Call,2024-08-21,Follow-Up,
A01001,Phone Call,2024-09-12,Application Status,6
A01002,Phone Call,2024-01-10,Follow-Up,48
A01003,WhatsApp,2024-08-16,Reminder,6
A01004,WhatsApp,2024-02-18,Reminder,
A01005,WhatsApp,2024-05-12,Follow-Up,48
A01006,Email,2024-11-11,Reminder,24
A01007,Email,2024-01-07,Follow-Up,6
A01008,Phone Call,2024-04-16,Reminder,6
A01009,Email,2024-07-06,Application Status,4
A01010,Email,2024-01-10,Follow-Up,4
A01011,Email,2024-04-01,Application Status,2
A01012,WhatsApp,2024-03-20,Reminder,48
A01013,Email,2024-06-06,Thank You,2
A01014,Email,2024-06-29,Follow-Up,6
A01015,WhatsApp,2024-11-30,Application Status,24
A01016,WhatsApp,2024-07-24,Application Status,48
A01017,Phone Call,2024-06-19,Follow-Up,24
A01018,WhatsApp,2024-01-08,Thank You,12
A01019,Email,2024-10-31,Reminder,
A01020,Email,2024-07-07,Application Status,
A01021,Phone Call,2024-04-29,Follow-Up,24
A01022,WhatsApp,2024-07-13,Thank You,6
A01023,Email,2024-11-25,Thank You,12
A01024,WhatsApp,2024-04-29,Application Status,6
A01025,WhatsApp,2024-02-10,Thank You,6
A01026,Phone Call,2024-03-12,Follow-Up,4
A01027,WhatsApp,2024-10-25,Follow-Up,2
A01028,Phone Call,2023-12-29,Application Status,6
A01029,Email,2024-01-03,Thank You,12
A01030,Email,2024-01-08,Application Status,4
A01031,WhatsApp,2024-02-05,Application Status,12
A01032,WhatsApp,2024-04-02,Application Status,48
A01033,Phone Call,2024-03-01,Application Status,6
A01034,Email,2024-02-11,Follow-Up,24
A01035,Email,2024-09-20,Application Status,2
A01036,WhatsApp,2024-02-24,Follow-Up,48
A01037,Email,2024-08-09,Reminder,6
A01038,WhatsApp,2024-07-15,Thank You,24
A01039,WhatsApp,2024-11-14,Follow-Up,6
A01040,Email,2024-08-18,Thank You,2
A01041,WhatsApp,2023-12-24,Follow-Up,24
A01042,WhatsApp,2024-05-30,Reminder,
A01043,Email,2024-12-01,Reminder,
A01044,Phone Call,2024-08-15,Application Status,
A01045,WhatsApp,2023-12-31,Application Status,4
A01046,WhatsApp,2024-02-20,Follow-Up,48
A01047,Phone Call,2024-06-20,Reminder,48
A01048,Email,2023-12-24,Thank You,12
A01049,WhatsApp,2024-07-01,Thank You,
A01050,Email,2024-04-12,Reminder,24
A01051,Phone Call,2024-11-07,Follow-Up,2
A01052,WhatsApp,2024-11-15,Follow-Up,6
A01053,Email,2024-02-13,Thank You,2
A01054,WhatsApp,2024-09-06,Reminder,12
A01055,Phone Call,2024-08-26,Reminder,6
A01056,WhatsApp,2024-07-06,Follow-Up,6
A01057,Phone Call,2024-05-04,Follow-Up,4
A01058,Phone Call,2024-06-28,Application Status,4
A01059,WhatsApp,2024-02-08,Reminder,2
A01060,Email,2024-11-12,Application Status,6
A01061,WhatsApp,2024-09-29,Application Status,2
A01062,Phone Call,2024-03-28,Reminder,24
A01063,Phone Call,2024-10-23,Follow-Up,4
A01064,WhatsApp,2024-08-15,Thank You,4
A01065,WhatsApp,2024-06-07,Thank You,2
A01066,Phone Call,2024-09-12,Application Status,6
